drug1,drug2,enzyme_overlap,target_overlap,pathway_overlap,transporter_overlap,side_effect_overlap,interaction,risk_score,severity
Rabeprazole,Apixaban,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5108,HIGH
Delafloxacin,Nortriptyline,None,None,None,None,QTc prolongation,0,0.1699,LOW
Tolbutamide,Posaconazole,None,None,None,None,None,0,0.0473,LOW
Telmisartan,Canagliflozin,None,None,None,BCRP,None,0,0.1233,LOW
Nelfinavir,Cimetidine,None,None,None,None,None,0,0.021,LOW
Moxifloxacin,Ziprasidone,None,None,None,None,QTc prolongation,0,0.1299,LOW
Lorazepam,Hydrochlorothiazide,None,None,None,None,None,0,0.0168,LOW
Esomeprazole,Lixisenatide,None,None,None,None,None,0,0.0336,LOW
Metoprolol,Nortriptyline,CYP2D6,None,None,P-glycoprotein (P-gp),None,1,0.5252,HIGH
Ciprofloxacin,Triazolam,None,None,None,None,None,0,0.0616,LOW
Captopril,Formoterol,None,None,None,None,None,0,0.0411,LOW
Pitavastatin,Imipramine,None,None,None,None,None,0,0.0206,LOW
Moxifloxacin,Triazolam,None,None,None,None,None,0,0.0797,LOW
Simvastatin,Canagliflozin,None,None,None,BCRP,None,1,0.1,LOW
Esomeprazole,Indomethacin,None,None,None,None,None,0,0.0117,LOW
Dapagliflozin,Alfuzosin,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Captopril,Olodaterol,None,None,None,None,None,0,0.0493,LOW
Ciprofloxacin,Nabumetone,None,None,None,OAT3,None,1,0.1,LOW
Citalopram,Furosemide,None,None,None,None,None,0,0.0329,LOW
Metoprolol,Quetiapine,CYP2D6,None,None,P-glycoprotein (P-gp),None,1,0.5403,HIGH
Edoxaban,Saquinavir,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Candethartan,Fondaparinux,CYP2C9;CYP3A4,None,None,BCRP,None,1,0.5256,HIGH
Cariprazine,Indapamide,None,None,None,None,None,0,0.0153,LOW
Sotagliflozin,Chlordiazepoxide,None,None,None,P-glycoprotein (P-gp),None,1,0.1,LOW
Atorvastatin,Lisinopril,None,None,None,None,None,0,0.0348,LOW
Escitalopram,Sotagliflozin,None,None,None,P-glycoprotein (P-gp),None,1,0.1,LOW
Propranolol,Pamidronate,None,None,None,None,None,0,0.0341,LOW
Irbesartan,Atazanavir,None,None,None,None,None,0,0.0259,LOW
Valsartan,Fondaparinux,CYP2C9;CYP3A4,None,None,BCRP,None,1,0.5366,HIGH
Warfarin,Alprazolam,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4923,MEDIUM
Losartan,Alprazolam,CYP3A4,None,None,None,None,1,0.3868,MEDIUM
Ziprasidone,Brexpiprazole,CYP2D6;CYP3A4;CYP1A2,Serotonin 5-HT2A receptor;Dopamine D2 receptor,Dopaminergic and serotonergic neurotransmission pathways,P-glycoprotein (P-gp),QTc prolongation;Extrapyramidal symptoms;Metabolic syndrome;Hyperprolactinemia;Sedation,1,1.0,CRITICAL
Metformin,Risedronate,Not metabolized,None,None,None,None,1,0.3625,MEDIUM
Labetalol,Escitalopram,CYP2D6,None,None,P-glycoprotein (P-gp),Insomnia,1,0.6901,HIGH
Citalopram,Diazepam,CYP2C19,None,None,P-glycoprotein (P-gp),None,1,0.4871,MEDIUM
Esomeprazole,Isavuconazole,None,None,None,P-glycoprotein (P-gp),None,0,0.1465,LOW
Etodolac,Vildagliptin,None,None,None,None,None,0,0.0772,LOW
Prazosin,Paliperidone,CYP2D6;CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5128,HIGH
Lopinavir,Alprazolam,None,None,None,P-glycoprotein (P-gp),None,1,0.1336,LOW
Felodipine,Alprazolam,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5067,HIGH
Glimepiride,Alprazolam,None,None,None,None,None,0,0.0274,LOW
Fludrocortisone,Amitriptyline,None,None,None,P-glycoprotein (P-gp),Weight gain,0,0.2326,LOW
Esomeprazole,Torsemide,None,None,None,None,None,0,0.0676,LOW
Pitavastatin,Chlorthalidone,None,None,None,None,None,0,0.0539,LOW
Escitalopram,Dulaglutide,None,None,None,None,Nausea,0,0.1803,LOW
Moxifloxacin,Doxazosin,None,None,None,None,None,0,0.0137,LOW
Norfloxacin,Lacosamide,None,None,None,None,None,0,0.054,LOW
Canagliflozin,Diazepam,None,None,None,P-glycoprotein (P-gp),None,1,0.1403,LOW
Rabeprazole,Nicardipine,CYP3A4,None,None,P-glycoprotein (P-gp),Headache,1,0.6496,HIGH
Etodolac,Methylprednisolone,None,None,None,None,None,0,0.0674,LOW
Indomethacin,Apixaban,CYP2C9,None,None,None,None,1,0.4224,MEDIUM
Clarithromycin,Desipramine,None,None,None,P-glycoprotein (P-gp),QTc prolongation,0,0.2244,LOW
Betamethasone,Clozapine,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.508,HIGH
Moexipril,Telmisartan,None,None,Renin-angiotensin-aldosterone system (RAAS),None,Hyperkalemia;Hypotension,1,0.3072,MEDIUM
Ciprofloxacin,Budesonide,None,None,None,None,None,0,0.0251,LOW
Rosuvastatin,Moxifloxacin,None,None,None,None,None,0,0.0235,LOW
Salmeterol,Lixisenatide,None,None,None,None,None,0,0.0258,LOW
Sotagliflozin,Oxazepam,None,None,None,P-glycoprotein (P-gp),None,1,0.1,LOW
Isavuconazole,Albuterol,None,None,None,None,None,0,0.0568,LOW
Rosuvastatin,Clozapine,CYP3A4,None,None,None,None,1,0.3641,MEDIUM
Sotagliflozin,Prazosin,None,None,None,P-glycoprotein (P-gp),None,0,0.1111,LOW
Ketorolac,Alogliptin,None,None,None,None,None,0,0.0576,LOW
Frovatriptan,Lamotrigine,None,None,None,P-glycoprotein (P-gp),Dizziness,1,0.2876,MEDIUM
Tolbutamide,Nizatidine,None,None,None,None,None,0,0.0354,LOW
Gemifloxacin,Risedronate,None,None,None,None,None,0,0.0701,LOW
Diclofenac,Chlorthalidone,None,None,None,OAT1;OAT3,None,0,0.1,LOW
Salmeterol,Nortriptyline,None,None,None,None,None,0,0.0337,LOW
Benazepril,Paroxetine,None,None,None,None,None,0,0.0645,LOW
Topiramate,Quetiapine,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5345,HIGH
Fludrocortisone,Brexpiprazole,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4575,MEDIUM
Carbamazepine,Betamethasone,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4942,MEDIUM
Ketoconazole,Indapamide,None,None,None,None,None,0,0.0421,LOW
Hydrocortisone,Vildagliptin,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Isradipine,Furosemide,None,None,None,None,None,0,0.0525,LOW
Citalopram,Sitagliptin,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Pitavastatin,Risedronate,None,None,None,None,None,0,0.0493,LOW
Dexlansoprazole,Voriconazole,None,None,None,P-glycoprotein (P-gp),None,1,0.1146,LOW
Captopril,Delafloxacin,None,None,None,None,None,0,0.0441,LOW
Warfarin,Bumetanide,None,None,None,None,None,0,0.0265,LOW
Phenytoin,Alfuzosin,CYP3A4,None,None,P-glycoprotein (P-gp),Dizziness,1,0.6748,HIGH
Rivaroxaban,Lopinavir,None,None,None,P-glycoprotein (P-gp),None,1,0.1012,LOW
Erythromycin,Silodosin,None,None,None,P-glycoprotein (P-gp),None,1,0.1095,LOW
Azithromycin,Cariprazine,None,None,None,P-glycoprotein (P-gp),QTc prolongation,1,0.2944,MEDIUM
Simvastatin,Dexamethasone,CYP3A4,None,None,None,None,1,0.3637,MEDIUM
Rosuvastatin,Risperidone,CYP3A4,None,None,None,None,1,0.4039,MEDIUM
Glipizide,Quetiapine,None,None,None,None,None,0,0.04,LOW
Diazepam,Olanzapine,CYP3A4,None,None,P-glycoprotein (P-gp),Sedation,1,0.6922,HIGH
Alfuzosin,Famotidine,None,None,None,None,Dizziness,0,0.1097,LOW
Dexlansoprazole,Lurasidone,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4862,MEDIUM
Pitavastatin,Glimepiride,None,None,None,OATP1B1,None,0,0.1,LOW
Ciprofloxacin,Glipizide,None,None,None,None,None,0,0.0543,LOW
Lisinopril,Erythromycin,None,None,None,None,None,0,0.0439,LOW
Pitavastatin,Almotriptan,None,None,None,None,None,0,0.0551,LOW
Nicardipine,Frovatriptan,None,None,None,P-glycoprotein (P-gp),Dizziness;Flushing,0,0.2535,MEDIUM
Eprosartan,Diazepam,CYP3A4,None,None,None,None,1,0.4019,MEDIUM
Gliclazide,Lorazepam,None,None,None,None,None,0,0.0358,LOW
Ofloxacin,Naratriptan,None,None,None,None,None,0,0.0137,LOW
Nicardipine,Nelfinavir,None,None,None,P-glycoprotein (P-gp),None,0,0.106,LOW
Lisinopril,Sitagliptin,None,None,None,None,None,0,0.0548,LOW
Rabeprazole,Valsartan,CYP3A4,None,None,None,None,1,0.3521,MEDIUM
Isradipine,Diazepam,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4893,MEDIUM
Eprosartan,Almotriptan,None,None,None,None,Dizziness,0,0.1651,LOW
Cariprazine,Saxagliptin,None,None,None,P-glycoprotein (P-gp),None,0,0.1044,LOW
Saquinavir,Alogliptin,None,None,None,P-glycoprotein (P-gp),None,1,0.119,LOW
Fidaxomicin,Ziprasidone,None,None,None,P-glycoprotein (P-gp),QTc prolongation,0,0.2661,MEDIUM
Lamotrigine,Dulaglutide,None,None,None,None,None,0,0.0258,LOW
Atenolol,Gemifloxacin,None,None,None,None,None,0,0.031,LOW
Lisinopril,Doxazosin,None,None,None,None,None,0,0.0677,LOW
Verapamil,Lurasidone,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.458,MEDIUM
Chlordiazepoxide,Nortriptyline,None,None,None,P-glycoprotein (P-gp),Sedation,1,0.2325,LOW
Isavuconazole,Lorazepam,None,None,None,P-glycoprotein (P-gp),None,0,0.1286,LOW
Ramipril,Bumetanide,None,None,None,None,None,0,0.0475,LOW
Fludrocortisone,Betamethasone,CYP3A4,Glucocorticoid receptor,Glucocorticoid receptor signaling pathway,P-glycoprotein (P-gp),Hyperglycemia;Cushings features;Osteoporosis;Immunosuppression;Weight gain,1,0.9493,CRITICAL
Tamsulosin,Indacaterol,None,None,None,None,None,0,0.0514,LOW
Ciprofloxacin,Eprosartan,None,None,None,None,None,0,0.0111,LOW
Ranitidine,Exenatide,None,None,None,None,None,0,0.0395,LOW
Metoprolol,Isradipine,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Atorvastatin,Frovatriptan,None,None,None,None,None,0,0.0291,LOW
Rivaroxaban,Azithromycin,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Fidaxomicin,Albuterol,None,None,None,None,None,0,0.0327,LOW
Nadolol,Famotidine,None,None,None,None,None,0,0.0618,LOW
Nicardipine,Indapamide,None,None,None,None,None,0,0.0113,LOW
Nifedipine,Celecoxib,None,None,None,None,None,0,0.0153,LOW
Glyburide,Imipramine,None,None,None,None,Weight gain,1,0.1077,LOW
Nifedipine,Dulaglutide,None,None,None,None,None,0,0.0361,LOW
Gliclazide,Linagliptin,None,None,None,None,None,0,0.0456,LOW
Norfloxacin,Prednisone,None,None,None,None,None,0,0.0369,LOW
Fluoxetine,Almotriptan,None,None,None,P-glycoprotein (P-gp),None,0,0.1012,LOW
Risedronate,Famotidine,None,None,None,None,None,0,0.0527,LOW
Cimetidine,Midazolam,None,None,None,None,None,0,0.0244,LOW
Frovatriptan,Lurasidone,CYP1A2,None,None,P-glycoprotein (P-gp),None,1,0.4902,MEDIUM
Nebivolol,Furosemide,None,None,None,None,None,0,0.0798,LOW
Paroxetine,Sumatriptan,None,None,None,P-glycoprotein (P-gp),None,1,0.1189,LOW
Atazanavir,Furosemide,None,None,None,None,None,0,0.0141,LOW
Edoxaban,Semaglutide,None,None,None,None,None,0,0.0258,LOW
Lansoprazole,Triazolam,CYP2C19;CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5779,HIGH
Irbesartan,Risperidone,CYP3A4,None,None,None,None,1,0.3751,MEDIUM
Clevidipine,Moxifloxacin,None,None,None,None,None,0,0.0636,LOW
Celecoxib,Ketoconazole,None,None,None,None,None,0,0.0487,LOW
Phenytoin,Sitagliptin,None,None,None,P-glycoprotein (P-gp),None,0,0.1014,LOW
Warfarin,Clarithromycin,None,None,None,P-glycoprotein (P-gp),None,1,0.135,LOW
Empagliflozin,Doxepin,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Risperidone,Cariprazine,CYP2D6;CYP3A4;CYP1A2,Serotonin 5-HT2A receptor;Dopamine D2 receptor,Dopaminergic and serotonergic neurotransmission pathways,P-glycoprotein (P-gp),QTc prolongation;Extrapyramidal symptoms;Metabolic syndrome;Hyperprolactinemia;Sedation,1,1.0,CRITICAL
Esmolol,Dapagliflozin,None,None,None,P-glycoprotein (P-gp),None,1,0.1339,LOW
Moxifloxacin,Zonisamide,None,None,None,None,None,0,0.0407,LOW
Delafloxacin,Lurasidone,None,None,None,None,QTc prolongation,0,0.1488,LOW
Dapagliflozin,Clarithromycin,None,None,None,P-glycoprotein (P-gp),None,1,0.1204,LOW
Lisinopril,Celecoxib,None,None,None,None,None,0,0.048,LOW
Pantoprazole,Valsartan,CYP3A4,None,None,None,None,1,0.4281,MEDIUM
Canagliflozin,Topiramate,None,None,None,P-glycoprotein (P-gp),None,1,0.1343,LOW
Escitalopram,Lacosamide,CYP2C19,None,None,P-glycoprotein (P-gp),None,1,0.5161,HIGH
Captopril,Ciprofloxacin,None,None,None,None,None,0,0.0619,LOW
Timolol,Salmeterol,None,Beta-2 adrenergic receptor,None,None,None,1,0.1,LOW
Etodolac,Levalbuterol,None,None,None,None,None,0,0.0582,LOW
Metoprolol,Indapamide,None,None,None,None,None,0,0.0659,LOW
Gemifloxacin,Risperidone,None,None,None,None,QTc prolongation,0,0.1795,LOW
Sertraline,Tolbutamide,None,None,None,None,None,0,0.0548,LOW
Dexamethasone,Oxazepam,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5251,HIGH
Canagliflozin,Zonisamide,None,None,None,P-glycoprotein (P-gp),None,0,0.1233,LOW
Ziprasidone,Chlorthalidone,None,None,None,None,None,0,0.0612,LOW
Indomethacin,Prednisone,None,None,None,None,None,0,0.0581,LOW
Nifedipine,Hydrocortisone,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5124,HIGH
Ramipril,Hydrocortisone,None,None,None,None,None,0,0.0106,LOW
Glyburide,Temazepam,None,None,None,None,None,0,0.0751,LOW
Captopril,Oxazepam,None,None,None,None,None,0,0.0476,LOW
Diltiazem,Triamcinolone,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4962,MEDIUM
Eletriptan,Clomipramine,CYP1A2,None,None,P-glycoprotein (P-gp),None,1,0.4589,MEDIUM
Alendronate,Semaglutide,None,None,None,None,None,0,0.0308,LOW
Nicardipine,Ketorolac,None,None,None,None,None,0,0.0259,LOW
Nelfinavir,Olodaterol,None,None,None,None,None,0,0.0783,LOW
Amlodipine,Terazosin,CYP3A4,None,None,P-glycoprotein (P-gp),Dizziness,1,0.6896,HIGH
Lorazepam,Liraglutide,None,None,None,None,None,0,0.0423,LOW
Esomeprazole,Eprosartan,CYP3A4,None,None,None,None,1,0.4108,MEDIUM
Indapamide,Sitagliptin,None,None,None,None,None,0,0.058,LOW
Norfloxacin,Clozapine,None,None,None,None,QTc prolongation,0,0.1079,LOW
Warfarin,Doxepin,None,None,None,P-glycoprotein (P-gp),None,0,0.1427,LOW
Itraconazole,Zoledronic acid,None,None,None,None,None,0,0.0437,LOW
Propranolol,Nortriptyline,CYP2D6,None,None,P-glycoprotein (P-gp),None,1,0.4534,MEDIUM
Terazosin,Saxagliptin,None,None,None,P-glycoprotein (P-gp),None,0,0.1116,LOW
Captopril,Valsartan,None,None,Renin-angiotensin-aldosterone system (RAAS),None,Hyperkalemia;Hypotension,0,0.3395,MEDIUM
Atorvastatin,Moxifloxacin,None,None,None,None,None,0,0.0372,LOW
Lovastatin,Desipramine,None,None,None,None,None,0,0.0408,LOW
Propranolol,Levofloxacin,None,None,None,None,None,0,0.0178,LOW
Azithromycin,Valproate,None,None,None,P-glycoprotein (P-gp),None,0,0.1199,LOW
Olanzapine,Quetiapine,CYP2D6;CYP3A4;CYP1A2,Serotonin 5-HT2A receptor;Dopamine D2 receptor,Dopaminergic and serotonergic neurotransmission pathways,P-glycoprotein (P-gp),QTc prolongation;Extrapyramidal symptoms;Metabolic syndrome;Hyperprolactinemia;Sedation,1,1.0,CRITICAL
Betamethasone,Torsemide,None,None,None,None,None,0,0.0409,LOW
Nifedipine,Norfloxacin,None,None,None,None,None,0,0.0288,LOW
Zoledronic acid,Triamcinolone,None,None,None,None,None,0,0.0566,LOW
Ertugliflozin,Torsemide,None,None,None,None,None,0,0.0107,LOW
Rosuvastatin,Triamcinolone,CYP3A4,None,None,None,None,1,0.355,MEDIUM
Valsartan,Diazepam,CYP3A4,None,None,None,None,1,0.3866,MEDIUM
Propranolol,Semaglutide,None,None,None,None,None,0,0.0173,LOW
Prednisone,Methylprednisolone,CYP3A4,Glucocorticoid receptor,Glucocorticoid receptor signaling pathway,P-glycoprotein (P-gp),Hyperglycemia;Cushings features;Osteoporosis;Immunosuppression;Weight gain,1,0.9997,CRITICAL
Fondaparinux,Voriconazole,None,None,None,P-glycoprotein (P-gp),None,0,0.1244,LOW
Fluvoxamine,Sitagliptin,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Captopril,Etodolac,None,None,None,None,None,0,0.078,LOW
Rabeprazole,Risedronate,None,None,None,None,None,0,0.0154,LOW
Tolbutamide,Carbamazepine,CYP2C9,None,None,None,None,1,0.3606,MEDIUM
Carbamazepine,Cariprazine,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5027,HIGH
Nadolol,Torsemide,None,None,None,None,None,0,0.039,LOW
Esomeprazole,Meloxicam,None,None,None,None,None,0,0.0412,LOW
Desipramine,Chlorthalidone,None,None,None,None,None,0,0.03,LOW
Famotidine,Chlordiazepoxide,None,None,None,None,None,0,0.0266,LOW
Apixaban,Triazolam,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5353,HIGH
Losartan,Vildagliptin,None,None,None,None,None,0,0.0636,LOW
Fluvoxamine,Levalbuterol,None,None,None,None,None,0,0.0622,LOW
Fluvoxamine,Levofloxacin,None,None,None,None,None,0,0.0706,LOW
Nortriptyline,Chlorthalidone,None,None,None,None,None,0,0.0719,LOW
Nelfinavir,Risperidone,None,None,None,P-glycoprotein (P-gp),None,1,0.1356,LOW
Etidronate,Saquinavir,None,None,None,None,None,0,0.0528,LOW
Naratriptan,Indinavir,None,None,None,P-glycoprotein (P-gp),None,0,0.1268,LOW
Indacaterol,Paliperidone,None,None,None,None,None,0,0.0721,LOW
Quetiapine,Semaglutide,None,None,None,None,None,0,0.0433,LOW
Fluoxetine,Alendronate,None,None,None,None,None,0,0.044,LOW
Moxifloxacin,Bumetanide,None,None,None,OAT3,None,0,0.1,LOW
Nabumetone,Carbamazepine,CYP2C9,None,None,None,None,1,0.4166,MEDIUM
Enalapril,Famotidine,None,None,None,None,None,0,0.0183,LOW
Pravastatin,Clarithromycin,None,None,None,None,None,0,0.0325,LOW
Paroxetine,Dulaglutide,None,None,None,None,Nausea,0,0.1561,LOW
Fluoxetine,Lixisenatide,None,None,None,None,Nausea,0,0.1643,LOW
Esomeprazole,Fluvoxamine,CYP2C19,None,None,P-glycoprotein (P-gp),None,1,0.5065,HIGH
Alfuzosin,Ranitidine,None,None,None,None,Dizziness,0,0.1355,LOW
Nifedipine,Silodosin,CYP3A4,None,None,P-glycoprotein (P-gp),Dizziness,1,0.607,HIGH
Pitavastatin,Fluvoxamine,None,None,None,None,None,0,0.0718,LOW
Nicardipine,Lamotrigine,CYP3A4,None,None,P-glycoprotein (P-gp),Dizziness,1,0.6407,HIGH
Lansoprazole,Eprosartan,CYP3A4,None,None,None,None,1,0.4098,MEDIUM
Delafloxacin,Nelfinavir,None,None,None,None,None,0,0.0588,LOW
Isradipine,Eletriptan,None,None,None,P-glycoprotein (P-gp),Dizziness;Flushing,1,0.2134,LOW
Valsartan,Doxazosin,CYP3A4,None,None,None,Dizziness,1,0.5067,HIGH
Atenolol,Paroxetine,CYP2D6,None,None,P-glycoprotein (P-gp),Insomnia,1,0.6241,HIGH
Candethartan,Isavuconazole,None,None,None,None,None,0,0.0438,LOW
Zonisamide,Indacaterol,None,None,None,None,None,0,0.0384,LOW
Voriconazole,Clarithromycin,CYP3A4 (inhibitor),None,None,P-glycoprotein (P-gp),QTc prolongation;Hepatotoxicity,1,0.6373,HIGH
Nebivolol,Metolazone,None,None,None,None,None,0,0.0774,LOW
Ofloxacin,Lurasidone,None,None,None,None,QTc prolongation,1,0.1648,LOW
Ibuprofen,Cimetidine,None,None,None,None,None,0,0.0722,LOW
Clarithromycin,Erythromycin,CYP3A4 (inhibitor),50S ribosomal subunit (23S rRNA),Bacterial protein synthesis,P-glycoprotein (P-gp),Gastrointestinal distress;QTc prolongation;Hepatotoxicity;Ototoxicity,1,0.9376,CRITICAL
Lacosamide,Alogliptin,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Omeprazole,Betamethasone,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4746,MEDIUM
Meloxicam,Dexamethasone,None,None,None,None,None,0,0.0299,LOW
Nimodipine,Ibuprofen,None,None,None,None,None,0,0.0676,LOW
Rabeprazole,Tipranavir,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Captopril,Indomethacin,None,None,None,None,None,0,0.0551,LOW
Escitalopram,Doxazosin,CYP2D6,None,None,P-glycoprotein (P-gp),None,1,0.4958,MEDIUM
Zoledronic acid,Vildagliptin,None,None,None,None,None,0,0.068,LOW
Telmisartan,Almotriptan,None,None,None,None,Dizziness,0,0.1768,LOW
Lurasidone,Sitagliptin,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Almotriptan,Metolazone,None,None,None,None,None,0,0.0729,LOW
Fosinopril,Ibuprofen,None,None,None,None,None,0,0.0685,LOW
Pitavastatin,Rivaroxaban,CYP3A4,None,None,BCRP,None,1,0.4675,MEDIUM
Quinapril,Ranitidine,None,None,None,None,None,0,0.036,LOW
Pravastatin,Formoterol,None,None,None,None,None,0,0.0656,LOW
Pravastatin,Bisoprolol,None,None,None,None,None,0,0.0245,LOW
Paroxetine,Rizatriptan,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Norfloxacin,Triazolam,None,None,None,None,None,0,0.032,LOW
Glipizide,Nabumetone,CYP2C9,None,None,None,None,1,0.4098,MEDIUM
Captopril,Apixaban,None,None,None,None,None,0,0.0444,LOW
Indomethacin,Lacosamide,CYP2C9,None,None,None,None,1,0.4494,MEDIUM
Ketoconazole,Albuterol,None,None,None,None,None,0,0.0162,LOW
Timolol,Tamsulosin,CYP2D6,None,None,P-glycoprotein (P-gp),None,1,0.4607,MEDIUM
Erythromycin,Desipramine,None,None,None,P-glycoprotein (P-gp),QTc prolongation,0,0.2135,LOW
Naratriptan,Exenatide,None,None,None,None,None,0,0.0109,LOW
Doxazosin,Silodosin,CYP2D6;CYP3A4,Alpha-1D adrenergic receptor;Alpha-1A adrenergic receptor,Smooth muscle relaxation pathway,P-glycoprotein (P-gp),Dizziness;Intraoperative floppy iris syndrome;Orthostatic hypotension;Retrograde ejaculation,1,0.996,CRITICAL
Escitalopram,Hydrochlorothiazide,None,None,None,None,None,0,0.0297,LOW
Indomethacin,Telmisartan,CYP2C9,None,None,None,None,1,0.3895,MEDIUM
Sotagliflozin,Apixaban,None,None,None,P-glycoprotein (P-gp);BCRP,None,1,0.1481,LOW
Rivaroxaban,Almotriptan,None,None,None,P-glycoprotein (P-gp),None,0,0.1498,LOW
Nicardipine,Nizatidine,None,None,None,None,Dizziness;Headache,0,0.128,LOW
Etidronate,Clonazepam,None,None,None,None,None,0,0.0479,LOW
Lopinavir,Saxagliptin,None,None,None,P-glycoprotein (P-gp),None,1,0.1,LOW
Risedronate,Erythromycin,None,None,None,None,None,0,0.0183,LOW
Naratriptan,Famotidine,None,None,None,None,Dizziness,1,0.1494,LOW
Paroxetine,Protriptyline,CYP2D6,Serotonin transporter (SERT),None,P-glycoprotein (P-gp),None,1,0.561,HIGH
Warfarin,Triazolam,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4654,MEDIUM
Olmesartan,Pamidronate,None,None,None,None,None,0,0.0464,LOW
Etodolac,Clozapine,None,None,None,None,None,0,0.0449,LOW
Fluconazole,Alendronate,None,None,None,None,None,0,0.0551,LOW
Losartan,Quetiapine,CYP3A4,None,None,None,None,1,0.4342,MEDIUM
Isavuconazole,Fidaxomicin,CYP3A4 (inhibitor),None,None,P-glycoprotein (P-gp),QTc prolongation;Hepatotoxicity,1,0.6264,HIGH
Tamsulosin,Albuterol,None,None,None,None,None,0,0.0425,LOW
Isavuconazole,Zoledronic acid,None,None,None,None,None,0,0.043,LOW
Fluvastatin,Nortriptyline,None,None,None,None,None,0,0.0642,LOW
Benazepril,Furosemide,None,None,None,None,None,0,0.0446,LOW
Fluconazole,Midazolam,None,None,None,P-glycoprotein (P-gp),None,0,0.1296,LOW
Nicardipine,Gliclazide,None,None,None,None,None,0,0.0505,LOW
Phenytoin,Ranitidine,None,None,None,None,Dizziness,1,0.1708,LOW
Rabeprazole,Zoledronic acid,None,None,None,None,None,0,0.0769,LOW
Moexipril,Doxazosin,None,None,None,None,None,0,0.0302,LOW
Gliclazide,Telithromycin,None,None,None,None,None,0,0.0325,LOW
Metformin,Empagliflozin,None,None,None,None,None,0,0.0696,LOW
Zolmitriptan,Brexpiprazole,CYP1A2,None,None,P-glycoprotein (P-gp),None,1,0.5257,HIGH
Amlodipine,Eprosartan,CYP3A4,None,None,None,Dizziness,1,0.5504,HIGH
Bisoprolol,Posaconazole,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Moxifloxacin,Vilanterol,None,None,None,None,None,0,0.0363,LOW
Moexipril,Semaglutide,None,None,None,None,None,0,0.013,LOW
Omeprazole,Bisoprolol,None,None,None,P-glycoprotein (P-gp),None,0,0.1389,LOW
Losartan,Posaconazole,None,None,None,None,None,0,0.0645,LOW
Chlordiazepoxide,Bumetanide,None,None,None,None,None,0,0.0206,LOW
